,question_id,stem,metas,answer,analysis,knowledge_point_ids
948,337264388333670400_wx,<p>德育过程中强调知行统一是由（ &nbsp;）德育规律决定的。</p>,"[{""key"":""A"",""value"":""<p>德育过程是对学生知情意行的统一培养和提高</p>""},{""key"":""B"",""value"":""<p>德育过程是组织学生活动和交往的过程</p>""},{""key"":""C"",""value"":""<p>德育过程是促进学生思想内部斗争的发展过程</p>""},{""key"":""D"",""value"":""<p>是一个长期的反复的过程</p>""}]","[""A""]",<p>德育过程是对学生的知、情、意、行的统一培养与提高过程。我们对学生应该注意晓之以理、动之以情、导之以行、持之以恒，使学生品德中的知、情、意、行四者相辅相成，全面而和谐地得到发展。</p>,['德育过程']
949,337264453815123968_wx,<p>我国的六课型单元教学、六步教学法、学导式教学等都属于（）</p>,"[{""key"":""A"",""value"":""<p>传递&mdash;接受教学模式</p>""},{""key"":""B"",""value"":""<p>引导&mdash;发现教学模式</p>""},{""key"":""C"",""value"":""<p>自学&mdash;指导教学模式</p>""},{""key"":""D"",""value"":""<p>集体教学模式</p>""}]","[""C""]","<p>自学&mdash;指导教学模式是指教学活动以学生自学为主,教师的指导贯穿于学生自学始终的教学模式。这一类的教学模式较多,如卢仲衡提出的&ldquo;中学数学自学辅导教学&rdquo;、上海育才中学的&ldquo;八字教学模式&rdquo;、魏书生提出的中学语文教学的&ldquo;六步教学法&rdquo;模式、黎世法提出的&ldquo;六课型单元教学&rdquo;等。</p>",['教学模式']
950,337264603862179841_wx,<p>音乐老师要求学生认真体会音乐美，美术老师要求学生认真欣赏画作美，并且积极引导学生主动参与到对美的感受、鉴赏和创造的活动中去，这体现了美育的（）</p>,"[{""key"":""A"",""value"":""<p>活动性原则</p>""},{""key"":""B"",""value"":""<p>情感性原则</p>""},{""key"":""C"",""value"":""<p>差异性原则</p>""},{""key"":""D"",""value"":""<p>创造性原则</p>""}]","[""A""]",<p>美育原则包括形象性原则、情感性原则、活动性原则、差异性原则和创造性原则。其中，美育的活动性原则指对学生进行美育应该通过审美活动，让学生在活动中去感受美、鉴赏美、创造美，受到美的熏陶。美术、音乐等有关审美课程特别注重教师与学生在审美上的互动，注重引导学生主动参与并和教师共同完成对美的感受、鉴赏和创造活动。</p>,['教育目的']
951,337264682664738816_wx,<p>一般来说，教师社会地位构成要素包括（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>专业地位</p>""},{""key"":""B"",""value"":""<p>经济地位</p>""},{""key"":""C"",""value"":""<p>政治地位</p>""},{""key"":""D"",""value"":""<p>职业声望</p>""}]","[""A"",""B"",""C"",""D""]",<p>教师职业的社会地位包括政治地位、经济地位、职业声望和专业地位。</p>,['教师']
952,337264813808041984_wx,<p>作为特殊认识过程的教学过程，其间接性主要是指（）</p>,"[{""key"":""A"",""value"":""<p>间接地获得知识</p>""},{""key"":""B"",""value"":""<p>获得间接经验</p>""},{""key"":""C"",""value"":""<p>有教师帮助获得知识</p>""},{""key"":""D"",""value"":""<p>有同学帮助获得知识</p>""}]","[""B""]","<p>教学过程作为一种特殊的认识过程,间接性是其主要特点之一。教学过程的间接性主要是指学生学习的内容是已知的间接知识经验。</p>",['教学过程']
953,337264822804848641_wx,<p>对于我国教育目的中的&ldquo;全面发展&rdquo;，下列理解不正确的是（）</p>,"[{""key"":""A"",""value"":""<p>的全面发展，既包括人的物质生活领域，又包括人的精神生活和文化生活领域</p>""},{""key"":""B"",""value"":""<p>从某种意义上来说，全面发展忽视了人的个性发展</p>""},{""key"":""C"",""value"":""<p>全面发展并不是人的各方面平均发展、均衡发展</p>""},{""key"":""D"",""value"":""<p>要坚持人的发展的全面性，不能只是为了眼前的需要，而漠视其他素养的培养</p>""}]","[""B""]",<p>全面发展与个性发展是相辅相成、辩证统一的。全面发展是个性发展的前提和基础，个性发展是全面发展的强大动力。个性发展是在全面发展基础上的选择性发展。两者紧密联系，相互促进。因此，B项说法错误。</p>,['教育目的']
954,337265094075650048_wx,<p>从2015年开始，国家提出各种素质教育方案，到2017年，教育部印发《义务教育小学科学课程标准》，到2018年，教育部发布《高等学校人工智能创新行动计划》。国家政策的倾斜与扶持正在加速素质教育行业的发展。以下关于素质教育的说法错误的是（）</p>,"[{""key"":""A"",""value"":""<p>重在培养学生的创新精神和实践能力</p>""},{""key"":""B"",""value"":""<p>更重视学生的个性发展和能力培养</p>""},{""key"":""C"",""value"":""<p>强调积累知识,而不是获得结果</p>""},{""key"":""D"",""value"":""<p>需要教师采用更加多元化的教学方法</p>""}]","[""C""]",<p>素质教育强调发现知识的过程，而不是积累知识的过程，故C项错误。</p>,['教育目的']
955,337265181698830337_wx,<p>从评价功能上区分，中小学评价类型分为（）</p>,"[{""key"":""A"",""value"":""<p>形成性评价和总结性评价</p>""},{""key"":""B"",""value"":""<p>相对性评价和绝对性评价</p>""},{""key"":""C"",""value"":""<p>正式评价和非正式评价</p>""},{""key"":""D"",""value"":""<p>正确评价和错误评价</p>""}]","[""A""]",<p>教学评价从功能(作用)上分为形成性评价、诊断性评价和总结性评价。</p>,['教学评价']
956,337265311025999872_wx,<p>下列能体现教师劳动复杂性的表现是（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>教育目的的全面性</p>""},{""key"":""B"",""value"":""<p>教学任务的多样性</p>""},{""key"":""C"",""value"":""<p>教学方法的不断更新</p>""},{""key"":""D"",""value"":""<p>教育对象的差异性</p>""}]","[""A"",""B"",""D""]",<p>教师劳动的复杂性表现在：①教育目的的全面性。②教育任务的多样性。③劳动对象的差异性。</p>,['教师']
957,337265361445732353_wx,<p>&ldquo;无论何等学堂，均以忠孝为本，以中国经史之学为基。俾学生心术壹归于纯正，而后以西学瀹（渗透）其智识，练其艺能，务期他日成材，各适实用，以仰副国家造就通才，慎防流弊之意。&rdquo;这是哪部学制的宗旨（）</p>,"[{""key"":""A"",""value"":""<p>壬戌学制</p>""},{""key"":""B"",""value"":""<p>《钦定学堂章程》</p>""},{""key"":""C"",""value"":""<p>《奏定学堂章程》</p>""},{""key"":""D"",""value"":""<p>壬寅学制</p>""}]","[""C""]",<p>1904年初，颁布的《奏定学堂章程》，亦称&ldquo;癸卯学制&rdquo;，这是我国正式实施的第一个学制。这个学制的指导思想是&ldquo;中学为体，西学为用&rdquo;。题干所述正是此学制的宗旨。</p>,['教育制度']
958,337265513577349120_wx,<p>下列关于学校文化的表述，正确的是（ &nbsp;）</p>,"[{""key"":""A"",""value"":""<p>校园文化是学校文化的缩影</p>""},{""key"":""B"",""value"":""<p>学校硬件设备属于物质文化</p>""},{""key"":""C"",""value"":""<p>学校制度文化是学校精神文化的物质载体</p>""},{""key"":""D"",""value"":""<p>学校文化并非天然形成，而是共同习得的</p>""}]","[""A"",""B"",""D""]",<p>学校文化是指学校全体成员或部分成员习得且共同具有的思想观念和行为方式。学校文化由观念文化、制度文化和物质文化构成。物质文化是学校文化的空间物态形式，是学校精神文化的物质载体。物质文化包括环境文化和设施文化，如学校硬件等。校园文化是学校文化的缩影。因此，C项表述错误。</p>,"['教育与社会的发展', '教育与人的发展']"
959,337265587296436225_wx,<p>教师培养学生的主体性的措施有（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>建立民主和谐的师生关系，重视学生自学能力培养</p>""},{""key"":""B"",""value"":""<p>重视学生主体参与课堂，获得体验</p>""},{""key"":""C"",""value"":""<p>尊重学生的个体差异，进行针对性教育</p>""},{""key"":""D"",""value"":""<p>教育目标要反映社会发展</p>""}]","[""A"",""B"",""C""]",<p>培养学生的主体性，一般主要从以下几个方面着手：①建立民主和谐的师生关系，重视学生自学能力的培养。②重视培养学生主体参与课堂，让学生获得主体参与的体验，尤其让学生体验成功。③尊重学生的个性差异，对学生进行具有针对性地教育。D项的描述与学生的主体性无关。</p>,"['教师', '学生']"
960,337265773599014912_wx,<p>教学过程的中心环节是（）</p>,"[{""key"":""A"",""value"":""<p>感知教材，形成表象</p>""},{""key"":""B"",""value"":""<p>理解教材，形成概念</p>""},{""key"":""C"",""value"":""<p>形成与保持知识</p>""},{""key"":""D"",""value"":""<p>运用知识，形成技能技巧</p>""}]","[""B""]",<p>领会知识是教学过程的中心环节，理解教材、形成概念是领会知识的核心，故理解教材、形成概念为教学过程的中心环节。</p>,['教学工作的基本环节']
961,337265880839004161_wx,<p>下列选项对教师及教师职业认识正确的是（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>教师是专业人员</p>""},{""key"":""B"",""value"":""<p>教师职业是一种专门职业</p>""},{""key"":""C"",""value"":""<p>教师职业是以教书育人为目的的职业</p>""},{""key"":""D"",""value"":""<p>教师职业是以提高学生学习成绩为目的的职业</p>""}]","[""A"",""B"",""C""]",<p>教师指经过专门训练、在学校从事教育教学工作的专门人员。教师是学校教育工作的主要实施者，根本任务是教书育人。故D项说法错误。</p>,['教师']
962,337266095868362752_wx,<p>下列选项属于教师专业知识的有（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>一般文化知识</p>""},{""key"":""B"",""value"":""<p>条件性知识</p>""},{""key"":""C"",""value"":""<p>实践性知识</p>""},{""key"":""D"",""value"":""<p>个体性知识</p>""}]","[""A"",""B"",""C""]",<p>教师的专业知识主要包括本体性知识、条件性知识、实践性知识和一般文化知识。</p>,['教师']
963,337266352014512128_wx,<p>下列关于教师劳动的特点，说法正确的有（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>李老师面对的对象是千差万别的，体现了教师劳动的复杂性</p>""},{""key"":""B"",""value"":""<p>李老师面对的对象是千差万别的，因此要因材施教，体现了教师劳动的创造性</p>""},{""key"":""C"",""value"":""<p>李老师白天上课，晚上批改作业，体现了教师劳动的连续性</p>""},{""key"":""D"",""value"":""<p>李老师白天在办公室批改作业，晚上在家里批改作业，体现了教师劳动的广延性</p>""}]","[""A"",""B"",""C"",""D""]",<p>李老师面对的对象千差万别即劳动对象多样，体现教师劳动的复杂性；千差万别的劳动对象要求李老师采用不同的方法体现创造性；李老师从白天上课到晚上批改作业是时间上的连续，属于教师劳动的连续性；李老师工作从学校转向家里是空间上的广延，属于教师劳动的广延性。故A、B、C、D四项均正确。</p>,['教师']
964,337266458080092160_wx,<p>学校工作必须坚持以（）</p>,"[{""key"":""A"",""value"":""<p>教学为主</p>""},{""key"":""B"",""value"":""<p>德育为主</p>""},{""key"":""C"",""value"":""<p>教师为主</p>""},{""key"":""D"",""value"":""<p>策略为主</p>""}]","[""A""]",<p>教学是学校教育的中心工作，学校教育工作必须坚持&ldquo;教学为主，全面安排&rdquo;的原则。</p>,['教学概述']
965,337266587491143680_wx,<p>李涛是一位教学经验丰富的老教师，课堂教学生动活泼。但是学生和家长对他的评价并不好，因为在课堂上他经常会口不择言地训斥学生，甚至伤害到学生的自尊。同时，他还有赌博的习惯，甚至向学生家长变相借钱不还。李涛的行为违背了师生之间在（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>教学上的授受关系</p>""},{""key"":""B"",""value"":""<p>人格上的平等关系</p>""},{""key"":""C"",""value"":""<p>社会道德上的相互促进关系</p>""},{""key"":""D"",""value"":""<p>日常教学活动中的服从关系</p>""}]","[""B"",""C""]",<p>师生关系的内容包括：①教学上的授受关系。②人格上的平等关系。③社会道德上的相互促进关系。学生作为一个独立的社会个体，在人格上与教师是平等的，题干中李涛经常口不择言地训斥学生，甚至伤害学生的自尊，这违背了人格上的平等关系。同时，李涛向学生家长借钱不还去赌博，这样的行为无法在道德上给学生起到榜样示范的作用，不利于学生的健康成长。故B、C两项正确。</p>,"['教师', '学生', '师生关系']"
966,337266587902160896_wx,<p>学校教育对文化的作用，以下表述正确的是（ &nbsp;）</p>,"[{""key"":""A"",""value"":""<p>对文化的传承和传播作用</p>""},{""key"":""B"",""value"":""<p>对文化的保存和活化作用</p>""},{""key"":""C"",""value"":""<p>对文化的选择和整理作用</p>""},{""key"":""D"",""value"":""<p>对文化的交融和创新作用</p>""}]","[""A"",""B"",""C"",""D""]",<p>教育对文化的作用主要体现在四个方面:①传承与传播文化。②保存与活化文化。③选择与整理文化。④交融与创新文化。</p>,"['教育与社会的发展', '教育与人的发展']"
967,337266612422066177_wx,<p>认为个体认知与社会客体相互作用的德育模式是（ &nbsp;）</p>,"[{""key"":""A"",""value"":""<p>认知模式</p>""},{""key"":""B"",""value"":""<p>体谅模式</p>""},{""key"":""C"",""value"":""<p>社会模仿模式</p>""},{""key"":""D"",""value"":""<p>价值澄清模式</p>""}]","[""A""]",<p>道德认知发展模式的主要特征有：①人的本质是理性的。②必须注重个体认知发展与社会客体的相互作用。③注重研究个体道德认知能力的发展过程。</p>,['德育模式']
968,337266815078277120_wx,<p>下列选项中属于学生的本质属性的有（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>学生是人</p>""},{""key"":""B"",""value"":""<p>学生是发展中的人</p>""},{""key"":""C"",""value"":""<p>学生是一个完整的人</p>""},{""key"":""D"",""value"":""<p>学生是以学习为主要任务的人</p>""}]","[""A"",""B"",""C"",""D""]",<p>我国教育界以往主要是从以下四个层面来把握学生的本质属性的:①学生是人。②学生是发展中的人。③学生是一个完整的人。④学生是以学习为主要任务的人。</p>,['学生']
969,337266986474291200_wx,<p>&ldquo;儿童中心主义&rdquo;教育理论违背了（）</p>,"[{""key"":""A"",""value"":""<p>间接经验与直接经验相结合的规律</p>""},{""key"":""B"",""value"":""<p>传授知识和发展智力相统一的规律</p>""},{""key"":""C"",""value"":""<p>知识教学与思想教育相统一的规律</p>""},{""key"":""D"",""value"":""<p>教师主导作用与学生主体作用相结合的规律</p>""}]","[""D""]",<p>&ldquo;儿童中心主义&rdquo;也称&ldquo;儿童中心论&rdquo;，主张把教育重心转移到儿童方面，使儿童成为教育的主宰，重视儿童本能活动，为儿童本能生长和儿童活动的开展创造条件。这一理论忽视了教师的主导作用，过分夸大了学生的主体作用，违背了教师主导作用与学生主体作用相结合的规律。</p>,['教学过程']
970,337267066166067200_wx,<p>从我国当前实际来看，促进教师专业发展的途径有（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>职前教育</p>""},{""key"":""B"",""value"":""<p>入职培训</p>""},{""key"":""C"",""value"":""<p>在职教育</p>""},{""key"":""D"",""value"":""<p>自我教育</p>""}]","[""A"",""B"",""C"",""D""]",<p>教师专业发展的途径包括师范教育、新教师的入职培训、教师的在职培训和教师的自我教育。</p>,['教师']
971,337267169954115584_wx,<p>《天鹅、大虾和梭鱼拉车》的故事说明德育过程中要贯彻（ &nbsp;）</p>,"[{""key"":""A"",""value"":""<p>依靠积极因素，克服消极因素原则</p>""},{""key"":""B"",""value"":""<p>教育影响的一致性与连贯性原则</p>""},{""key"":""C"",""value"":""<p>集体教育与个别教育相结合原则</p>""},{""key"":""D"",""value"":""<p>尊重信任学生与严格要求学生相结合原则</p>""}]","[""B""]",<p>天鹅、大虾和梭鱼向三个方向拉车的故事，告诉我们教育要协调多方面教育力量，统一认识和步调，做到教育影响的一致性与连贯性。</p>,['德育原则']
972,337267305144926208_wx,<p>苏霍姆林斯基认为：没有一条教育规律、没有一条真理是可以对一切儿童绝对适用的。培养人首先要了解他的心灵，看到并感觉到他的个人世界。这反映了教师劳动的（ &nbsp;&nbsp;）特点。</p>,"[{""key"":""A"",""value"":""<p>示范性</p>""},{""key"":""B"",""value"":""<p>系统性</p>""},{""key"":""C"",""value"":""<p>复杂性</p>""},{""key"":""D"",""value"":""<p>创造性</p>""}]","[""C"",""D""]",<p>&ldquo;培养人首先要了解他的心灵，看到并感觉到他的个人世界&rdquo;这就要求教师要针对学生的个别差异，因材施教，针对不同情况，因时、因地施教。这反映了教师劳动的复杂性和创造性的特点。</p>,['教师']
973,337267485663592449_wx,<p>文化发展对学校课程产生的影响主要体现在（ &nbsp;）</p>,"[{""key"":""A"",""value"":""<p>丰富的内容</p>""},{""key"":""B"",""value"":""<p>增强国家对课程改革控制权</p>""},{""key"":""C"",""value"":""<p>课程结构的更新</p>""},{""key"":""D"",""value"":""<p>为课程改革提供物质基础</p>""}]","[""A"",""C""]",<p>文化发展对课程的影响主要体现在两个方面：①内容的丰富。②课程结构的更新。</p>,['教育与社会的发展']
974,337267556572479488_wx,<p>教师的地位和作用是通过教师在教育教学中充当的角色行为来表征和实现的，教师在学校中应该承担的角色有（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>文化知识的传授者</p>""},{""key"":""B"",""value"":""<p>学生心灵的培育者</p>""},{""key"":""C"",""value"":""<p>教学活动的设计者</p>""},{""key"":""D"",""value"":""<p>芸芸众生的拯救者</p>""}]","[""A"",""B"",""C""]",<p>教师的职业角色有：学习者和学者；知识的传授者；学生心灵的培育者；教学活动的设计者；组织者和管理者；学生学习的榜样；学生的朋友。</p>,['教师']
975,337267631868641280_wx,<p>（）是现代学校教学的基本组织形式，它的出现在教育史上是一大进步。</p>,"[{""key"":""A"",""value"":""<p>班级授课制</p>""},{""key"":""B"",""value"":""<p>复式教学</p>""},{""key"":""C"",""value"":""<p>小组教学</p>""},{""key"":""D"",""value"":""<p>电化教学</p>""}]","[""A""]","<p>班级授课制是现代学校教学的基本组织形式,它的出现在教育史上是一大进步。</p>",['教学组织形式']
976,337267812987084800_wx,<p>教师的专业发展主要包括（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>专业精神</p>""},{""key"":""B"",""value"":""<p>专业知识</p>""},{""key"":""C"",""value"":""<p>专业技能</p>""},{""key"":""D"",""value"":""<p>专业选择</p>""}]","[""A"",""B"",""C""]",<p>教师专业发展的内容包括：专业理想(精神)的建立、专业知识的拓展与深化、专业能力的提高、专业自我的形成。</p>,['教师']
977,337267826949914624_wx,<p>人口是社会的人力基础，社会的民主、经济的发展、文化的繁荣、文明的发达都取决于人口素质。教育对人口的发展具有重要的作用，这就是教育的人口功能，具体来说是（ &nbsp;）</p>,"[{""key"":""A"",""value"":""<p>教育提高人口质量</p>""},{""key"":""B"",""value"":""<p>教育改变性别比例</p>""},{""key"":""C"",""value"":""<p>教育控制人口数量</p>""},{""key"":""D"",""value"":""<p>教育改善人口结构</p>""}]","[""A"",""C"",""D""]",<p>教育的人口功能包括：①教育促使人口结构趋向合理化。②教育有助于改善人口质量，提高民族素质。③教育是控制人口数量的重要手段之一。④教育有助于人口迁移。而性别比例已经包含在人口结构中。故选A、C、D三项。</p>,"['教育与社会的发展', '教育与人的发展']"
978,337267879085121536_wx,<p>以下属于马克思关于人的全面发展的理论的是 （）</p>,"[{""key"":""A"",""value"":""<p>人的全面发展是指人的活动能力的全面、和谐、充分的发展</p>""},{""key"":""B"",""value"":""<p>教育与生产劳动相脱离是实现人的全面发展的唯一途径</p>""},{""key"":""C"",""value"":""<p>社会主义制度是实现人的全面发展的社会条件</p>""},{""key"":""D"",""value"":""<p>人的发展同其所处的社会条件是无关的</p>""},{""key"":""E"",""value"":""<p>确定我国教育目的的理论基础</p>""}]","[""C"",""E""]",<p>马克思阐述的关于人的全面发展学说是我国确立教育目的的理论依据和基础，它的内容主要有以下几点：①人的全面发展。人的全面发展既表现为人的劳动能力、人的体力和智力的全面发展，又表现为人的个性才能和志趣的全面发展，而且是这些方面广泛、充分、自由地发展。②旧式分工造成了人的片面发展。③机器大工业生产为人的全面发展提供了基础和可能。④社会主义制度是实现人的全面发展的社会条件。⑤教育与生产劳动相结合是实现人的全面发展的唯一方法。</p>,['教育目的']
979,337267910764695553_wx,<p>陈老师在教学中经常通过口头提问、书面测验等形式对学生的知识和能力进行及时测评与反馈。这种教学评价属于（）</p>,"[{""key"":""A"",""value"":""<p>诊断性评价</p>""},{""key"":""B"",""value"":""<p>相对性评价</p>""},{""key"":""C"",""value"":""<p>终结性评价</p>""},{""key"":""D"",""value"":""<p>形成性评价</p>""}]","[""D""]",<p>形成性评价是在教学过程中为改进和完善教学活动而进行的对学生学习过程及结果的评价。形成性评价强调师生之间的反馈，以口头提问和书面测验为主要形式。题干所述的在教学过程中进行的测评就属于形成性评价。</p>,['教学评价']
980,337268030554013697_wx,<p>下列教师行为中，能反映新型师生关系的是（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>对问题学生进行耐心指导，而不是一味否定和压制</p>""},{""key"":""B"",""value"":""<p>日常管理过程中，对学生尽可能采取限制的方式</p>""},{""key"":""C"",""value"":""<p>遇到困难时，多与学生交流沟通，共同解决</p>""},{""key"":""D"",""value"":""<p>公平公正对待全体学生</p>""}]","[""A"",""C"",""D""]",<p>我国新型师生关系的特点有：①人际关系&mdash;&mdash;尊师爱生。②社会关系&mdash;&mdash;民主平等。③教育关系&mdash;&mdash;教学相长。④心理关系&mdash;&mdash;心理相容。A、C、D三项均反映了民主平等的新型师生关系。</p>,"['教师', '学生', '师生关系']"
981,337268097692237824_wx,<p>关于全面发展与个性发展之间的关系，下列表述正确的是（）</p>,"[{""key"":""A"",""value"":""<p>全面发展是个性发展的基础</p>""},{""key"":""B"",""value"":""<p>个性发展是全面发展的动力</p>""},{""key"":""C"",""value"":""<p>二者是截然分开的</p>""},{""key"":""D"",""value"":""<p>二者是一个不一致的过程</p>""}]","[""A"",""B""]",<p>全面发展与个性发展是相辅相成、辩证统一的。全面发展是个性发展的前提和基础，个性发展是全面发展的强大动力。两者紧密联系，相互促进。全面发展要求培养学生达到国家在德、智、体、美、劳等基本范畴规定的所有受教育者都应达到的基本标准，最终实现身心和谐发展，其对立面是片面发展；个性发展也必须以尊重基本的道德价值规范、遵守国家法律为基础和前提，是在全面发展基础上的选择性发展，其对立面是共性。</p>,['教育目的']
982,337268207968862208_wx,<p>教师和学生通过口头语言以问答的方式进行教学的方法是（）</p>,"[{""key"":""A"",""value"":""<p>讲授法</p>""},{""key"":""B"",""value"":""<p>讨论法</p>""},{""key"":""C"",""value"":""<p>读书指导法</p>""},{""key"":""D"",""value"":""<p>谈话法</p>""}]","[""D""]",<p>谈话法，亦叫问答法，是教师根据教学目的要求和教学内容，提出问题，引导学生通过比较、分析、判断等思维活动对所提问题得出结论，从而获得新知识或巩固知识的一种方法。</p>,['教学方法与教学策略']
983,337268317125644288_wx,<p>教师要出色地完成本职工作，在各方面率先垂范，为人师表，就要做到（ &nbsp;&nbsp;）</p>,"[{""key"":""A"",""value"":""<p>坚持&ldquo;身教胜于言传&rdquo;</p>""},{""key"":""B"",""value"":""<p>以身作则，起榜样示范作用</p>""},{""key"":""C"",""value"":""<p>严于律己，言行一致，表里如一</p>""},{""key"":""D"",""value"":""<p>通过自己的人格感化、教育学生</p>""},{""key"":""E"",""value"":""<p>不必注意自己的仪表言行等外在形象</p>""}]","[""A"",""B"",""C"",""D""]",<p>教师要以身作则、为人师表，是由教师职业的特殊性所决定的。教师的任务在于教书育人，不仅用自己的学识教人，而且用自己的品格教人；不仅通过语言去传授知识，而且通过自己的人格去感化、教育学生。教师要出色地完成本职工作，应在各方面率先垂范，为人师表，应着重注意以下几点：要严于律己，言行一致，表里如一；要以身作则，起榜样的示范作用；要坚持&ldquo;身教重于言教&rdquo;。</p>,['教师']
984,337268583908540417_wx,<p>总体上师生关系具有（ &nbsp;&nbsp;）等特点。</p>,"[{""key"":""A"",""value"":""<p>双向性</p>""},{""key"":""B"",""value"":""<p>单向性</p>""},{""key"":""C"",""value"":""<p>效应性</p>""},{""key"":""D"",""value"":""<p>动态性</p>""},{""key"":""E"",""value"":""<p>不对称性</p>""}]","[""A"",""C"",""D"",""E""]",<p>总体上师生关系的特点有：①双向性。②效应性。③动态性。④不对称性。</p>,"['教师', '学生', '师生关系']"
985,337268606738120704_wx,<p>全面推进素质教育是社会共同的责任：家长不要&ldquo;赶鸭子&rdquo;，教师不能&ldquo;填鸭子&rdquo;，学校不要&ldquo;烤（考）鸭子&rdquo;，那么学生自然而然不会成为&ldquo;板鸭子&rdquo;。因此，就学校而言，应重点做好的工作包括（）</p>,"[{""key"":""A"",""value"":""<p>更新教育观念，全面贯彻党的教育方针</p>""},{""key"":""B"",""value"":""<p>提升教师队伍素质，创设实施素质教育的条件</p>""},{""key"":""C"",""value"":""<p>加强素质教育宣传，创造实施素质教育的氛围</p>""},{""key"":""D"",""value"":""<p>重视课堂教学改革，提高课堂教学效率</p>""}]","[""A"",""B"",""C"",""D""]","<p>实施素质教育是一项系统工程，就学校而言,应重点做好以下工作：①更新教育观念,全面贯彻党的教育方针,坚定实施素质教育的信心。②提升教师队伍素质,激发全体教师的责任心和工作积极性，创设实施素质教育的条件。③加强素质教育宣传，使学校、家庭、社会的教育理念形成一致，创造实施素质教育的氛围。④融入经济社会发展潮流，面向全社会办学，广泛吸收实施素质教育的各种资源。⑤改革课程设置，减轻学生负担，搭建实施素质教育的平台。⑥重视课堂教学改革，提高课堂教学效率，畅通实施素质教育的主渠道。⑦健全教育评价体系，改革评价方法，明确实施素质教育的导向。⑧深化素质教育研究，不断创新素质教育方法，总结素质教育经验，提高素质教育水平。</p>",['教育目的']
986,337268643517992961_wx,<p>安排德育内容要具体，强调一个&ldquo;小&rdquo;字;要贴近实际，讲究一个&ldquo;近&rdquo;字，这符合德育内容管理改革的（ &nbsp;）</p>,"[{""key"":""A"",""value"":""<p>规范化原则</p>""},{""key"":""B"",""value"":""<p>科学化原则</p>""},{""key"":""C"",""value"":""<p>序列化原则</p>""},{""key"":""D"",""value"":""<p>系统化原则</p>""}]","[""B""]","<p>德育内容管理改革的科学化原则要求安排德育内容首先要具体,强调一个&ldquo;小&rdquo;字;其次要贴近实际,讲究一个&ldquo;近&rdquo;字。</p>",['德育概述']
987,337268647620018176_wx,<p>德国瓦&middot;根舍因提出的指导学生掌握教材内容中的关键性问题，大力培养学生的自学能力，增强学生学习主动性和创造性的教学方法是（）</p>,"[{""key"":""A"",""value"":""<p>发现法</p>""},{""key"":""B"",""value"":""<p>范例教学法</p>""},{""key"":""C"",""value"":""<p>自学法</p>""},{""key"":""D"",""value"":""<p>探究&mdash;研讨法</p>""}]","[""B""]",<p>范例教学是瓦&middot;根舍因所提出，是指教师在教学中选择真正基础的、本质的知识作为教学内容，通过&ldquo;范例&rdquo;内容的讲授，使学生能举一反三，掌握同一类知识的规律。在此模式中，可以培养学生的自学能力，增强学生的主动性和创造性。</p>,['教学方法与教学策略']
988,337268707716014080_wx,<p>教师在教学活动中所表现出来的最突出的角色是管理者角色。（ &nbsp;&nbsp;）</p>,[],"[""错误""]",<p>教师的根本任务是教书育人，所以教师在教学活动中表现出来的最突出的角色是&ldquo;传道者&rdquo;角色和&ldquo;授业、解惑者&rdquo;角色。</p>,['教师']
989,337268862670381057_wx,<p>良好师生关系的建立只需要老师努力就可以达到。（ &nbsp;&nbsp;）</p>,[],"[""错误""]",<p>影响师生关系的因素有教师、学生和环境三个方面，因此构建良好的师生关系需要三方面的共同努力。</p>,"['教师', '学生', '师生关系']"
990,337268869154770945_wx,<p>大约在19世纪下半期，严格意义上的教育系统已经基本形成，教育越来越制度化，从而进入制度化教育阶段。下列属于制度化教育特征的有（）</p>,"[{""key"":""A"",""value"":""<p>学校化</p>""},{""key"":""B"",""value"":""<p>普及化</p>""},{""key"":""C"",""value"":""<p>封闭化</p>""},{""key"":""D"",""value"":""<p>标准化</p>""}]","[""A"",""C"",""D""]",<p>制度化教育具有以下特征：①学校化。即把教育等同于上学。②制度化。明确规定各种制度，如入学制度、教学制度、考试制度、学籍管理制度等。③封闭化。它按自身的特有的标准，以自身特有的规则、规范构筑壁垒，形成其他系统、其他实体、其他过程的排斥性，导致正规教育&ldquo;十分狭隘&rdquo;。④标准化。用划一的标准与规格来管理，保持教育系统的一致性。</p>,['教育制度']
